danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artist
0.813,0.638,0,-4.274,0,0.122,0.0363,0,0.057,0.544,169.968,audio_features,1AmRH4GPVnP8NUSbX22HwB,spotify:track:1AmRH4GPVnP8NUSbX22HwB,https://api.spotify.com/v1/tracks/1AmRH4GPVnP8NUSbX22HwB,https://api.spotify.com/v1/audio-analysis/1AmRH4GPVnP8NUSbX22HwB,183213,4,"HELLO (NAYEON, MOMO, CHAEYOUNG)",TWICE
0.735,0.358,1,-9.227,0,0.0641,0.873,0,0.102,0.236,112.901,audio_features,1ZEFYW6nPEvIcsIvymgsLk,spotify:track:1ZEFYW6nPEvIcsIvymgsLk,https://api.spotify.com/v1/tracks/1ZEFYW6nPEvIcsIvymgsLk,https://api.spotify.com/v1/audio-analysis/1ZEFYW6nPEvIcsIvymgsLk,272000,3,WA-R-R,Colde
0.512,0.76,2,-5.889,0,0.0682,0.299,0,0.103,0.495,130.096,audio_features,7CAdT0HdiQNlt1C7xk2hep,spotify:track:7CAdT0HdiQNlt1C7xk2hep,https://api.spotify.com/v1/tracks/7CAdT0HdiQNlt1C7xk2hep,https://api.spotify.com/v1/audio-analysis/7CAdT0HdiQNlt1C7xk2hep,210928,4,Stay Alive (Prod. SUGA of BTS),Jung Kook
0.738,0.67,7,-3.766,0,0.0439,0.458,0,0.361,0.651,138.055,audio_features,5elW2CKSoqjYoJ32AGDxf1,spotify:track:5elW2CKSoqjYoJ32AGDxf1,https://api.spotify.com/v1/tracks/5elW2CKSoqjYoJ32AGDxf1,https://api.spotify.com/v1/audio-analysis/5elW2CKSoqjYoJ32AGDxf1,184602,4,Polaroid Love,ENHYPEN
0.496,0.491,9,-8.628,1,0.287,0.55,0,0.123,0.5,176.92,audio_features,1E8Cztx0OIj4zm1IZh2XXj,spotify:track:1E8Cztx0OIj4zm1IZh2XXj,https://api.spotify.com/v1/tracks/1E8Cztx0OIj4zm1IZh2XXj,https://api.spotify.com/v1/audio-analysis/1E8Cztx0OIj4zm1IZh2XXj,214427,3,Like A Fool,NIve
0.74,0.423,1,-9.71,0,0.0901,0.815,0.0782,0.107,0.629,90.001,audio_features,1nFjZcb68bXrNVStialSdC,spotify:track:1nFjZcb68bXrNVStialSdC,https://api.spotify.com/v1/tracks/1nFjZcb68bXrNVStialSdC,https://api.spotify.com/v1/audio-analysis/1nFjZcb68bXrNVStialSdC,218680,4,Balloon,ZICO
0.323,0.237,8,-10.703,1,0.0341,0.921,0,0.213,0.194,148.885,audio_features,34xITkFwc6r6axSKEWcMzA,spotify:track:34xITkFwc6r6axSKEWcMzA,https://api.spotify.com/v1/tracks/34xITkFwc6r6axSKEWcMzA,https://api.spotify.com/v1/audio-analysis/34xITkFwc6r6axSKEWcMzA,263933,4,Friend,Kim Heewon
0.551,0.885,6,-1.489,1,0.124,0.139,0,0.114,0.509,172.95,audio_features,7lB4rxNVc7vm33ZSZXVRAQ,spotify:track:7lB4rxNVc7vm33ZSZXVRAQ,https://api.spotify.com/v1/tracks/7lB4rxNVc7vm33ZSZXVRAQ,https://api.spotify.com/v1/audio-analysis/7lB4rxNVc7vm33ZSZXVRAQ,208853,4,CHEER UP,TWICE
0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,audio_features,60jFaQV7Z4boGC4ob5B5c6,spotify:track:60jFaQV7Z4boGC4ob5B5c6,https://api.spotify.com/v1/tracks/60jFaQV7Z4boGC4ob5B5c6,https://api.spotify.com/v1/audio-analysis/60jFaQV7Z4boGC4ob5B5c6,212987,4,TT,TWICE
0.702,0.913,11,-2.977,1,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,audio_features,26OVhEqFDQH0Ij77QtmGP9,spotify:track:26OVhEqFDQH0Ij77QtmGP9,https://api.spotify.com/v1/tracks/26OVhEqFDQH0Ij77QtmGP9,https://api.spotify.com/v1/audio-analysis/26OVhEqFDQH0Ij77QtmGP9,237680,4,YES or YES,TWICE
0.709,0.88,2,-2.734,1,0.0585,0.0298,4.46e-06,0.103,0.713,119.948,audio_features,3dGau6VEg8Vo3SX8yKqOa3,spotify:track:3dGau6VEg8Vo3SX8yKqOa3,https://api.spotify.com/v1/tracks/3dGau6VEg8Vo3SX8yKqOa3,https://api.spotify.com/v1/audio-analysis/3dGau6VEg8Vo3SX8yKqOa3,214240,4,UP NO MORE,TWICE
0.393,0.386,0,-8.676,1,0.032,0.802,0,0.112,0.31,143.38,audio_features,30aVEUz4NgkGuegz32gjl8,spotify:track:30aVEUz4NgkGuegz32gjl8,https://api.spotify.com/v1/tracks/30aVEUz4NgkGuegz32gjl8,https://api.spotify.com/v1/audio-analysis/30aVEUz4NgkGuegz32gjl8,231693,4,If you're with me,Sung Si Kyung
0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,audio_features,3lrNsPdn98i6rxO142pLT6,spotify:track:3lrNsPdn98i6rxO142pLT6,https://api.spotify.com/v1/tracks/3lrNsPdn98i6rxO142pLT6,https://api.spotify.com/v1/audio-analysis/3lrNsPdn98i6rxO142pLT6,172936,4,O.O,NMIXX
0.637,0.927,0,-4.771,1,0.212,0.0293,0.000564,0.408,0.504,179.905,audio_features,3ucx0k0IosRjrsmQc34zUW,spotify:track:3ucx0k0IosRjrsmQc34zUW,https://api.spotify.com/v1/tracks/3ucx0k0IosRjrsmQc34zUW,https://api.spotify.com/v1/audio-analysis/3ucx0k0IosRjrsmQc34zUW,168147,4,TANK,NMIXX
0.802,0.488,1,-5.523,0,0.0675,0.569,1.55e-05,0.22,0.496,94.994,audio_features,3Rt7BjFHnJ4QxBGT897Vs2,spotify:track:3Rt7BjFHnJ4QxBGT897Vs2,https://api.spotify.com/v1/tracks/3Rt7BjFHnJ4QxBGT897Vs2,https://api.spotify.com/v1/audio-analysis/3Rt7BjFHnJ4QxBGT897Vs2,184510,4,BOKE,CIKI
0.412,0.94,1,-2.171,1,0.215,0.0648,0,0.358,0.423,157.964,audio_features,2oBMZYteeO8DyXV9gDx6Za,spotify:track:2oBMZYteeO8DyXV9gDx6Za,https://api.spotify.com/v1/tracks/2oBMZYteeO8DyXV9gDx6Za,https://api.spotify.com/v1/audio-analysis/2oBMZYteeO8DyXV9gDx6Za,210253,4,Feel My Rhythm,Red Velvet
0.475,0.712,6,-3.306,1,0.0431,0.138,0,0.0936,0.443,169.796,audio_features,2g0LdZQce9xlcHb1mBJyuz,spotify:track:2g0LdZQce9xlcHb1mBJyuz,https://api.spotify.com/v1/tracks/2g0LdZQce9xlcHb1mBJyuz,https://api.spotify.com/v1/audio-analysis/2g0LdZQce9xlcHb1mBJyuz,205333,4,strawberry moon,IU
0.492,0.615,2,-6.663,1,0.244,0.196,0,0.0772,0.458,90.081,audio_features,5quFr5s5PXYfUX5jV2EBZ1,spotify:track:5quFr5s5PXYfUX5jV2EBZ1,https://api.spotify.com/v1/tracks/5quFr5s5PXYfUX5jV2EBZ1,https://api.spotify.com/v1/audio-analysis/5quFr5s5PXYfUX5jV2EBZ1,203728,4,GANADARA (Feat. IU),Jay Park
0.716,0.638,0,-6.87,1,0.0392,0.486,0,0.0702,0.552,84.955,audio_features,0dcnrLo8s1rhjm8euGjI4n,spotify:track:0dcnrLo8s1rhjm8euGjI4n,https://api.spotify.com/v1/tracks/0dcnrLo8s1rhjm8euGjI4n,https://api.spotify.com/v1/audio-analysis/0dcnrLo8s1rhjm8euGjI4n,220716,4,DARARI,TREASURE
0.755,0.87,1,-2.414,0,0.0936,0.00988,0,0.0917,0.645,124.032,audio_features,0IGUXY4JbK18bu9oD4mPIm,spotify:track:0IGUXY4JbK18bu9oD4mPIm,https://api.spotify.com/v1/tracks/0IGUXY4JbK18bu9oD4mPIm,https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm,174387,4,TOMBOY,(G)I-DLE
0.695,0.896,5,-1.24,1,0.0847,0.179,0,0.0626,0.508,119.959,audio_features,6SpPr7K4YQ2wp8jU6uOTmQ,spotify:track:6SpPr7K4YQ2wp8jU6uOTmQ,https://api.spotify.com/v1/tracks/6SpPr7K4YQ2wp8jU6uOTmQ,https://api.spotify.com/v1/audio-analysis/6SpPr7K4YQ2wp8jU6uOTmQ,181760,4,Queendom,Red Velvet
0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,audio_features,186NCtNk1tUYS7c2DxgJ7O,spotify:track:186NCtNk1tUYS7c2DxgJ7O,https://api.spotify.com/v1/tracks/186NCtNk1tUYS7c2DxgJ7O,https://api.spotify.com/v1/audio-analysis/186NCtNk1tUYS7c2DxgJ7O,209947,4,Christmas Tree,V
0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,audio_features,4gdiCHNbwugojBqr5Jt3pq,spotify:track:4gdiCHNbwugojBqr5Jt3pq,https://api.spotify.com/v1/tracks/4gdiCHNbwugojBqr5Jt3pq,https://api.spotify.com/v1/audio-analysis/4gdiCHNbwugojBqr5Jt3pq,183693,4,WA DA DA,Kep1er
0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,audio_features,37ZtpRBkHcaq6hHy0X98zn,spotify:track:37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/tracks/37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/audio-analysis/37ZtpRBkHcaq6hHy0X98zn,205493,4,I CAN'T STOP ME,TWICE
0.73,0.819,1,-2.845,1,0.0365,0.00226,3.52e-05,0.0586,0.287,99.996,audio_features,3kwr2hlIDwmwVAjKC7zshR,spotify:track:3kwr2hlIDwmwVAjKC7zshR,https://api.spotify.com/v1/tracks/3kwr2hlIDwmwVAjKC7zshR,https://api.spotify.com/v1/audio-analysis/3kwr2hlIDwmwVAjKC7zshR,194693,4,Ven para,Weeekly
0.807,0.704,5,-5.496,0,0.071,0.0245,0,0.0535,0.961,115.995,audio_features,14k4ALBLN2FjtELYDcQUoi,spotify:track:14k4ALBLN2FjtELYDcQUoi,https://api.spotify.com/v1/tracks/14k4ALBLN2FjtELYDcQUoi,https://api.spotify.com/v1/audio-analysis/14k4ALBLN2FjtELYDcQUoi,219387,4,MOONLIGHT,TWICE
0.677,0.576,6,-5.43,1,0.0416,0.631,0,0.125,0.562,87.934,audio_features,5IWlLl3xT95o8TSv3O8tRH,spotify:track:5IWlLl3xT95o8TSv3O8tRH,https://api.spotify.com/v1/tracks/5IWlLl3xT95o8TSv3O8tRH,https://api.spotify.com/v1/audio-analysis/5IWlLl3xT95o8TSv3O8tRH,243785,4,Rain Song (Feat. Colde),Epik High
0.575,0.607,5,-6.897,1,0.0274,0.382,0.000112,0.115,0.298,89.985,audio_features,4AHNi316rl3KI3hKIsdxZe,spotify:track:4AHNi316rl3KI3hKIsdxZe,https://api.spotify.com/v1/tracks/4AHNi316rl3KI3hKIsdxZe,https://api.spotify.com/v1/audio-analysis/4AHNi316rl3KI3hKIsdxZe,267080,4,Restless,BIBI
0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,audio_features,0Q5VnK2DYzRyfqQRJuUtvi,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/tracks/0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/audio-analysis/0Q5VnK2DYzRyfqQRJuUtvi,177187,4,LOVE DIVE,IVE
0.796,0.85,1,-2.987,1,0.102,0.0905,3.39e-06,0.205,0.47,109.922,audio_features,0LMdtBOxbVgrYoA4n0Vwvv,spotify:track:0LMdtBOxbVgrYoA4n0Vwvv,https://api.spotify.com/v1/tracks/0LMdtBOxbVgrYoA4n0Vwvv,https://api.spotify.com/v1/audio-analysis/0LMdtBOxbVgrYoA4n0Vwvv,206227,4,ROYAL,IVE
0.255,0.702,6,-5.308,0,0.0463,0.422,0.00146,0.343,0.328,174.65,audio_features,2JaVEjpz0CVmO7lKP4MqL4,spotify:track:2JaVEjpz0CVmO7lKP4MqL4,https://api.spotify.com/v1/tracks/2JaVEjpz0CVmO7lKP4MqL4,https://api.spotify.com/v1/audio-analysis/2JaVEjpz0CVmO7lKP4MqL4,306627,3,Rum Pum Pum,Lee Jin Ah
0.588,0.452,7,-7.778,1,0.039,0.724,0,0.107,0.267,83.936,audio_features,0JL7DoEqAUcOntWmBuOSdh,spotify:track:0JL7DoEqAUcOntWmBuOSdh,https://api.spotify.com/v1/tracks/0JL7DoEqAUcOntWmBuOSdh,https://api.spotify.com/v1/audio-analysis/0JL7DoEqAUcOntWmBuOSdh,205120,4,For You,LeeHi
0.657,0.546,6,-6.115,0,0.0255,0.66,0.000268,0.107,0.318,79.984,audio_features,0amQL57HiAFWSO6Yz64tD1,spotify:track:0amQL57HiAFWSO6Yz64tD1,https://api.spotify.com/v1/tracks/0amQL57HiAFWSO6Yz64tD1,https://api.spotify.com/v1/audio-analysis/0amQL57HiAFWSO6Yz64tD1,243000,4,I Fxxking Love You,Colde
0.782,0.472,5,-7.52,0,0.0354,0.575,0,0.385,0.694,103.002,audio_features,65fXThxSPfQSkgae7GStrD,spotify:track:65fXThxSPfQSkgae7GStrD,https://api.spotify.com/v1/tracks/65fXThxSPfQSkgae7GStrD,https://api.spotify.com/v1/audio-analysis/65fXThxSPfQSkgae7GStrD,192000,4,You Don't Need My Love?,Colde
0.63,0.664,7,-6.722,0,0.1,0.837,0,0.426,0.773,85.911,audio_features,1ffNBM0LCbHya4SezmmAH8,spotify:track:1ffNBM0LCbHya4SezmmAH8,https://api.spotify.com/v1/tracks/1ffNBM0LCbHya4SezmmAH8,https://api.spotify.com/v1/audio-analysis/1ffNBM0LCbHya4SezmmAH8,204999,4,Control Me,Colde
0.445,0.456,6,-8.05,0,0.302,0.294,0.000178,0.179,0.13,189.96,audio_features,02bKxwW9XY9LElj0TqDK6S,spotify:track:02bKxwW9XY9LElj0TqDK6S,https://api.spotify.com/v1/tracks/02bKxwW9XY9LElj0TqDK6S,https://api.spotify.com/v1/audio-analysis/02bKxwW9XY9LElj0TqDK6S,217947,3,Fairy Tale,Seori
0.647,0.755,6,-6.891,1,0.257,0.317,0,0.102,0.716,85.014,audio_features,7xgHy510SVkSgV1ZpzElW1,spotify:track:7xgHy510SVkSgV1ZpzElW1,https://api.spotify.com/v1/tracks/7xgHy510SVkSgV1ZpzElW1,https://api.spotify.com/v1/audio-analysis/7xgHy510SVkSgV1ZpzElW1,201320,4,Boom,DPR LIVE
0.73,0.387,7,-8.473,0,0.0606,0.694,0,0.108,0.132,131.958,audio_features,77bGNpC1hZH3JSZQhR1vxn,spotify:track:77bGNpC1hZH3JSZQhR1vxn,https://api.spotify.com/v1/tracks/77bGNpC1hZH3JSZQhR1vxn,https://api.spotify.com/v1/audio-analysis/77bGNpC1hZH3JSZQhR1vxn,233959,4,boy,offonoff
0.576,0.56,4,-7.475,1,0.109,0.482,0,0.121,0.355,79.814,audio_features,7hg44Uac2HOBJCLWsHXMQp,spotify:track:7hg44Uac2HOBJCLWsHXMQp,https://api.spotify.com/v1/tracks/7hg44Uac2HOBJCLWsHXMQp,https://api.spotify.com/v1/audio-analysis/7hg44Uac2HOBJCLWsHXMQp,218813,4,Being left (Feat. Dvwn),ZICO
0.82,0.458,0,-10.207,1,0.369,0.576,4.01e-05,0.467,0.546,95.015,audio_features,3v7M2SwKHQZ8domnAQV2DJ,spotify:track:3v7M2SwKHQZ8domnAQV2DJ,https://api.spotify.com/v1/tracks/3v7M2SwKHQZ8domnAQV2DJ,https://api.spotify.com/v1/audio-analysis/3v7M2SwKHQZ8domnAQV2DJ,207493,4,Complex (Feat. G-DRAGON),Zion.T
0.805,0.393,3,-6.976,0,0.0339,0.717,6.56e-06,0.105,0.407,89.03,audio_features,3rQmTAyMDDZ73rMyhLkn98,spotify:track:3rQmTAyMDDZ73rMyhLkn98,https://api.spotify.com/v1/tracks/3rQmTAyMDDZ73rMyhLkn98,https://api.spotify.com/v1/audio-analysis/3rQmTAyMDDZ73rMyhLkn98,219034,4,Dance,offonoff
0.708,0.441,5,-4.212,0,0.0623,0.555,4.52e-06,0.121,0.275,79.958,audio_features,4T2cOfemKB0owJS2JOu7dF,spotify:track:4T2cOfemKB0owJS2JOu7dF,https://api.spotify.com/v1/tracks/4T2cOfemKB0owJS2JOu7dF,https://api.spotify.com/v1/audio-analysis/4T2cOfemKB0owJS2JOu7dF,229750,4,"Can I Love ? (feat. youra, Meego)",Cosmic Boy
0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,audio_features,296nXCOv97WJNRWzIBQnoj,spotify:track:296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/tracks/296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/audio-analysis/296nXCOv97WJNRWzIBQnoj,168437,4,FEARLESS,LE SSERAFIM
0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,audio_features,5oH4DQAuu1J1800RzUsBWa,spotify:track:5oH4DQAuu1J1800RzUsBWa,https://api.spotify.com/v1/tracks/5oH4DQAuu1J1800RzUsBWa,https://api.spotify.com/v1/audio-analysis/5oH4DQAuu1J1800RzUsBWa,174647,4,That That (prod. & feat. SUGA of BTS),PSY
0.757,0.805,11,-2.982,0,0.0456,0.0162,0,0.0571,0.456,119.995,audio_features,1ezubi9SlRqI3fHoGXjuP7,spotify:track:1ezubi9SlRqI3fHoGXjuP7,https://api.spotify.com/v1/tracks/1ezubi9SlRqI3fHoGXjuP7,https://api.spotify.com/v1/audio-analysis/1ezubi9SlRqI3fHoGXjuP7,254027,4,SHAKE IT,LOONA
0.874,0.6,6,-6.064,1,0.158,0.00942,0,0.126,0.457,100.012,audio_features,4IaxDf2FixiQXq0mW7key9,spotify:track:4IaxDf2FixiQXq0mW7key9,https://api.spotify.com/v1/tracks/4IaxDf2FixiQXq0mW7key9,https://api.spotify.com/v1/audio-analysis/4IaxDf2FixiQXq0mW7key9,174840,4,ZOOM,Jessi
0.646,0.858,3,-4.342,0,0.076,0.152,1.54e-05,0.0525,0.366,124.027,audio_features,0MEJznR74sW0mnSnkbiQia,spotify:track:0MEJznR74sW0mnSnkbiQia,https://api.spotify.com/v1/tracks/0MEJznR74sW0mnSnkbiQia,https://api.spotify.com/v1/audio-analysis/0MEJznR74sW0mnSnkbiQia,254280,4,PTT (Paint The Town),LOONA
0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,audio_features,3gFcGnU4kTdMYLXDjH1TK8,spotify:track:3gFcGnU4kTdMYLXDjH1TK8,https://api.spotify.com/v1/tracks/3gFcGnU4kTdMYLXDjH1TK8,https://api.spotify.com/v1/audio-analysis/3gFcGnU4kTdMYLXDjH1TK8,213427,4,RUN2U,STAYC
0.781,0.725,4,-3.571,0,0.0452,0.0281,0,0.0761,0.765,112.045,audio_features,37YoRLUu1qId0ewavgvnkG,spotify:track:37YoRLUu1qId0ewavgvnkG,https://api.spotify.com/v1/tracks/37YoRLUu1qId0ewavgvnkG,https://api.spotify.com/v1/audio-analysis/37YoRLUu1qId0ewavgvnkG,201895,4,Blue Flame,LE SSERAFIM
0.818,0.486,4,-7.037,0,0.235,0.319,0,0.247,0.679,122.79,audio_features,5WQC05Grv4VpCYYwKzJYzY,spotify:track:5WQC05Grv4VpCYYwKzJYzY,https://api.spotify.com/v1/tracks/5WQC05Grv4VpCYYwKzJYzY,https://api.spotify.com/v1/audio-analysis/5WQC05Grv4VpCYYwKzJYzY,217334,4,Laputa (Feat. Crush),DPR LIVE
0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,audio_features,0BTaaKT4RMbs5M73tOHX5Y,spotify:track:0BTaaKT4RMbs5M73tOHX5Y,https://api.spotify.com/v1/tracks/0BTaaKT4RMbs5M73tOHX5Y,https://api.spotify.com/v1/audio-analysis/0BTaaKT4RMbs5M73tOHX5Y,210573,4,Alcohol-Free,TWICE
0.649,0.767,11,-3.838,0,0.0455,0.24,0,0.0929,0.608,149.918,audio_features,6kKC35sKUh2FUx4M0qAL44,spotify:track:6kKC35sKUh2FUx4M0qAL44,https://api.spotify.com/v1/tracks/6kKC35sKUh2FUx4M0qAL44,https://api.spotify.com/v1/audio-analysis/6kKC35sKUh2FUx4M0qAL44,227173,4,Candy,BAEKHYUN
0.739,0.348,0,-7.477,1,0.0613,0.675,0,0.326,0.498,98.047,audio_features,36UcoqH2P24RtSGbLKLK3w,spotify:track:36UcoqH2P24RtSGbLKLK3w,https://api.spotify.com/v1/tracks/36UcoqH2P24RtSGbLKLK3w,https://api.spotify.com/v1/audio-analysis/36UcoqH2P24RtSGbLKLK3w,202343,4,멋지게 인사하는 법 (Hello Tutorial) (Feat. 슬기 (SEULGI) of Red Velvet),Zion.T
0.792,0.632,1,-4.477,1,0.127,0.259,0,0.312,0.567,83.916,audio_features,4AVviIWw2hMpX4FHz3OtN2,spotify:track:4AVviIWw2hMpX4FHz3OtN2,https://api.spotify.com/v1/tracks/4AVviIWw2hMpX4FHz3OtN2,https://api.spotify.com/v1/audio-analysis/4AVviIWw2hMpX4FHz3OtN2,233000,4,Light,Colde
0.65,0.749,5,-3.707,0,0.041,0.186,0,0.0723,0.929,150.026,audio_features,4NKQTbmiBtm1MwqBbQQhpM,spotify:track:4NKQTbmiBtm1MwqBbQQhpM,https://api.spotify.com/v1/tracks/4NKQTbmiBtm1MwqBbQQhpM,https://api.spotify.com/v1/audio-analysis/4NKQTbmiBtm1MwqBbQQhpM,212334,4,DRIVE (Feat. GRAY),Jay Park
0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,audio_features,5uFqjHOo3Sh0bVPCKf3DdH,spotify:track:5uFqjHOo3Sh0bVPCKf3DdH,https://api.spotify.com/v1/tracks/5uFqjHOo3Sh0bVPCKf3DdH,https://api.spotify.com/v1/audio-analysis/5uFqjHOo3Sh0bVPCKf3DdH,195053,4,Illusion,aespa
0.766,0.663,9,-6.932,0,0.175,0.334,0,0.117,0.509,109.967,audio_features,7nthiiDfS9WHNHDMwmAz98,spotify:track:7nthiiDfS9WHNHDMwmAz98,https://api.spotify.com/v1/tracks/7nthiiDfS9WHNHDMwmAz98,https://api.spotify.com/v1/audio-analysis/7nthiiDfS9WHNHDMwmAz98,219550,4,BTBT,B.I
0.803,0.831,11,-3.649,0,0.0569,0.072,0,0.328,0.736,112.045,audio_features,7cHXwaBnIBFUPuP376z07E,spotify:track:7cHXwaBnIBFUPuP376z07E,https://api.spotify.com/v1/tracks/7cHXwaBnIBFUPuP376z07E,https://api.spotify.com/v1/audio-analysis/7cHXwaBnIBFUPuP376z07E,177373,4,Flip That,LOONA
0.738,0.845,11,-3.671,0,0.0659,0.00261,1.82e-06,0.05,0.69,112.045,audio_features,65Q3dBSnGq6rRGh7szSWYm,spotify:track:65Q3dBSnGq6rRGh7szSWYm,https://api.spotify.com/v1/tracks/65Q3dBSnGq6rRGh7szSWYm,https://api.spotify.com/v1/audio-analysis/65Q3dBSnGq6rRGh7szSWYm,205493,4,Pale Blue Dot,LOONA
0.778,0.825,9,-4.282,1,0.033,0.101,0,0.0963,0.698,100.005,audio_features,6m81zUhuw7mVp37OummGgw,spotify:track:6m81zUhuw7mVp37OummGgw,https://api.spotify.com/v1/tracks/6m81zUhuw7mVp37OummGgw,https://api.spotify.com/v1/audio-analysis/6m81zUhuw7mVp37OummGgw,211613,3,Playback,LOONA
0.779,0.801,6,-5.564,0,0.0457,0.395,0,0.108,0.72,139.998,audio_features,6wBpO4Xc4YgShnENGSFA1M,spotify:track:6wBpO4Xc4YgShnENGSFA1M,https://api.spotify.com/v1/tracks/6wBpO4Xc4YgShnENGSFA1M,https://api.spotify.com/v1/audio-analysis/6wBpO4Xc4YgShnENGSFA1M,196540,4,Sour Grapes,LE SSERAFIM
0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4,Left and Right (Feat. Jung Kook of BTS),Charlie Puth
0.795,0.859,2,-2.994,1,0.0542,0.0361,0,0.0321,0.356,96.986,audio_features,3lOMJTQTd6J34faYwASc33,spotify:track:3lOMJTQTd6J34faYwASc33,https://api.spotify.com/v1/tracks/3lOMJTQTd6J34faYwASc33,https://api.spotify.com/v1/audio-analysis/3lOMJTQTd6J34faYwASc33,168107,4,POP!,NAYEON
0.599,0.752,6,-3.165,1,0.13,0.0503,0,0.149,0.899,115.356,audio_features,4zHvWi4iFAG45lgiN7smLC,spotify:track:4zHvWi4iFAG45lgiN7smLC,https://api.spotify.com/v1/tracks/4zHvWi4iFAG45lgiN7smLC,https://api.spotify.com/v1/audio-analysis/4zHvWi4iFAG45lgiN7smLC,196160,4,NO PROBLEM (Feat. Felix of Stray Kids),NAYEON
0.693,0.844,11,-2.481,0,0.192,0.242,0,0.0618,0.862,159.937,audio_features,0GnydTKmczMoKOEl1D4URI,spotify:track:0GnydTKmczMoKOEl1D4URI,https://api.spotify.com/v1/tracks/0GnydTKmczMoKOEl1D4URI,https://api.spotify.com/v1/audio-analysis/0GnydTKmczMoKOEl1D4URI,197613,4,LOVE COUNTDOWN (Feat. Wonstein),NAYEON
0.832,0.745,1,-3.546,1,0.123,0.0831,0,0.177,0.711,107.995,audio_features,3r6v6awkmqrHLj9yKaYZmZ,spotify:track:3r6v6awkmqrHLj9yKaYZmZ,https://api.spotify.com/v1/tracks/3r6v6awkmqrHLj9yKaYZmZ,https://api.spotify.com/v1/audio-analysis/3r6v6awkmqrHLj9yKaYZmZ,181413,4,CANDYFLOSS,NAYEON
0.566,0.599,1,-4.134,1,0.296,0.144,0,0.0853,0.923,180.106,audio_features,6QLs06H0H54PPV90ZUVWRE,spotify:track:6QLs06H0H54PPV90ZUVWRE,https://api.spotify.com/v1/tracks/6QLs06H0H54PPV90ZUVWRE,https://api.spotify.com/v1/audio-analysis/6QLs06H0H54PPV90ZUVWRE,184800,3,ALL OR NOTHING,NAYEON
0.632,0.768,11,-3.065,0,0.212,0.157,0,0.374,0.591,173.879,audio_features,4hD3GY02X1jqSeku2G9FxS,spotify:track:4hD3GY02X1jqSeku2G9FxS,https://api.spotify.com/v1/tracks/4hD3GY02X1jqSeku2G9FxS,https://api.spotify.com/v1/audio-analysis/4hD3GY02X1jqSeku2G9FxS,185533,4,HAPPY BIRTHDAY TO YOU,NAYEON
0.521,0.545,6,-5.309,1,0.0487,0.724,0,0.13,0.39,84.84,audio_features,6jSauW5Y6KqoQqhE75SWKY,spotify:track:6jSauW5Y6KqoQqhE75SWKY,https://api.spotify.com/v1/tracks/6jSauW5Y6KqoQqhE75SWKY,https://api.spotify.com/v1/audio-analysis/6jSauW5Y6KqoQqhE75SWKY,193147,4,SUNSET,NAYEON
0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,audio_features,4XKXphKH76W4zNpkgFS5o2,spotify:track:4XKXphKH76W4zNpkgFS5o2,https://api.spotify.com/v1/tracks/4XKXphKH76W4zNpkgFS5o2,https://api.spotify.com/v1/audio-analysis/4XKXphKH76W4zNpkgFS5o2,180022,4,MORE,j-hope
