danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artist
0.59,0.294,9,-8.125,1,0.0654,0.854,0,0.0873,0.461,87.895,audio_features,1lhm29o3syw122xynSKaAK,spotify:track:1lhm29o3syw122xynSKaAK,https://api.spotify.com/v1/tracks/1lhm29o3syw122xynSKaAK,https://api.spotify.com/v1/audio-analysis/1lhm29o3syw122xynSKaAK,211364,4,Love Me Like That,Sam Kim
0.673,0.512,11,-9.516,0,0.0499,0.317,0,0.109,0.59,100.967,audio_features,2JPmY7ol32ok8N7wWLmfU6,spotify:track:2JPmY7ol32ok8N7wWLmfU6,https://api.spotify.com/v1/tracks/2JPmY7ol32ok8N7wWLmfU6,https://api.spotify.com/v1/audio-analysis/2JPmY7ol32ok8N7wWLmfU6,205545,4,Lost At Sea (Illa Illa 2),B.I
0.597,0.486,8,-5.893,1,0.0986,0.331,0,0.14,0.397,137.68,audio_features,2IgbYlOlFpiSFYnsqB39lM,spotify:track:2IgbYlOlFpiSFYnsqB39lM,https://api.spotify.com/v1/tracks/2IgbYlOlFpiSFYnsqB39lM,https://api.spotify.com/v1/audio-analysis/2IgbYlOlFpiSFYnsqB39lM,201511,4,Jasmine,DPR LIVE
0.846,0.592,5,-6.452,0,0.28,0.146,0,0.258,0.757,134.024,audio_features,1dN4Z7wZTQXLEl33RkMO3a,spotify:track:1dN4Z7wZTQXLEl33RkMO3a,https://api.spotify.com/v1/tracks/1dN4Z7wZTQXLEl33RkMO3a,https://api.spotify.com/v1/audio-analysis/1dN4Z7wZTQXLEl33RkMO3a,177343,4,Text Me,DPR LIVE
0.806,0.735,7,-4.833,0,0.0491,0.281,0.000351,0.0722,0.788,122.025,audio_features,6syar8JKCt3R9ZBl11zmgI,spotify:track:6syar8JKCt3R9ZBl11zmgI,https://api.spotify.com/v1/tracks/6syar8JKCt3R9ZBl11zmgI,https://api.spotify.com/v1/audio-analysis/6syar8JKCt3R9ZBl11zmgI,187227,4,So Beautiful,DPR IAN
0.74,0.625,11,-7.199,0,0.0807,0.0926,0,0.0762,0.469,101.003,audio_features,4M58f8RgOr3jr5ccG6hRTb,spotify:track:4M58f8RgOr3jr5ccG6hRTb,https://api.spotify.com/v1/tracks/4M58f8RgOr3jr5ccG6hRTb,https://api.spotify.com/v1/audio-analysis/4M58f8RgOr3jr5ccG6hRTb,205003,4,illa illa,B.I
0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,audio_features,7uQZVznj0uQOGC9KhV2Mg6,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,https://api.spotify.com/v1/tracks/7uQZVznj0uQOGC9KhV2Mg6,https://api.spotify.com/v1/audio-analysis/7uQZVznj0uQOGC9KhV2Mg6,200690,4,LALISA,LISA
0.818,0.723,11,-4.82,1,0.114,0.00561,0,0.0866,0.607,102.945,audio_features,6NEoeBLQbOMw92qMeLfI40,spotify:track:6NEoeBLQbOMw92qMeLfI40,https://api.spotify.com/v1/tracks/6NEoeBLQbOMw92qMeLfI40,https://api.spotify.com/v1/audio-analysis/6NEoeBLQbOMw92qMeLfI40,211632,4,WHISTLE,BLACKPINK
0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,audio_features,1pz24zu5H9A0S1a2NKT4F0,spotify:track:1pz24zu5H9A0S1a2NKT4F0,https://api.spotify.com/v1/tracks/1pz24zu5H9A0S1a2NKT4F0,https://api.spotify.com/v1/audio-analysis/1pz24zu5H9A0S1a2NKT4F0,219391,4,SoulMate (feat. IU),ZICO
0.623,0.837,5,-7.699,1,0.0399,0.0203,0.454,0.199,0.601,120.043,audio_features,4Rrv9oNClBhzKRfKwdkg99,spotify:track:4Rrv9oNClBhzKRfKwdkg99,https://api.spotify.com/v1/tracks/4Rrv9oNClBhzKRfKwdkg99,https://api.spotify.com/v1/audio-analysis/4Rrv9oNClBhzKRfKwdkg99,106821,4,The World Is My Oyster,LE SSERAFIM
0.625,0.686,6,-3.715,0,0.0414,0.139,0,0.11,0.263,133.041,audio_features,245onUPHGD1DYuiacxTuW0,spotify:track:245onUPHGD1DYuiacxTuW0,https://api.spotify.com/v1/tracks/245onUPHGD1DYuiacxTuW0,https://api.spotify.com/v1/audio-analysis/245onUPHGD1DYuiacxTuW0,185947,4,KAZINO,BIBI
0.617,0.638,2,-6.901,1,0.0433,0.374,2.89e-06,0.302,0.69,75.956,audio_features,6O4J9lITTLkSoloSVbqbEj,spotify:track:6O4J9lITTLkSoloSVbqbEj,https://api.spotify.com/v1/tracks/6O4J9lITTLkSoloSVbqbEj,https://api.spotify.com/v1/audio-analysis/6O4J9lITTLkSoloSVbqbEj,229067,4,Something,george
0.412,0.767,11,-4.108,1,0.0914,0.176,0,0.0733,0.634,207.437,audio_features,3DGKXLtVjawKFweymvHn84,spotify:track:3DGKXLtVjawKFweymvHn84,https://api.spotify.com/v1/tracks/3DGKXLtVjawKFweymvHn84,https://api.spotify.com/v1/audio-analysis/3DGKXLtVjawKFweymvHn84,199754,4,키스는 다음에,LOONA
0.684,0.976,6,-2.104,1,0.107,0.177,0.00043,0.407,0.847,119.905,audio_features,2YVzshKzFglQLBXPYNpGI8,spotify:track:2YVzshKzFglQLBXPYNpGI8,https://api.spotify.com/v1/tracks/2YVzshKzFglQLBXPYNpGI8,https://api.spotify.com/v1/audio-analysis/2YVzshKzFglQLBXPYNpGI8,199987,4,HULA HOOP,LOONA
0.768,0.762,3,-4.042,0,0.0442,0.2,5.65e-06,0.111,0.851,122.07,audio_features,342lZcrcYRL1kN3a87g1ay,spotify:track:342lZcrcYRL1kN3a87g1ay,https://api.spotify.com/v1/tracks/342lZcrcYRL1kN3a87g1ay,https://api.spotify.com/v1/audio-analysis/342lZcrcYRL1kN3a87g1ay,193787,4,World is One 2021 (Feat. Eric Bellinger),Chuu
0.738,0.954,1,-2.146,1,0.0356,0.0692,0,0.222,0.742,102.015,audio_features,4rKEmhNA19JezqVsSQS4yo,spotify:track:4rKEmhNA19JezqVsSQS4yo,https://api.spotify.com/v1/tracks/4rKEmhNA19JezqVsSQS4yo,https://api.spotify.com/v1/audio-analysis/4rKEmhNA19JezqVsSQS4yo,220477,4,love4eva (feat. Grimes),LOONA/yyxy
0.776,0.665,8,-3.971,1,0.0354,0.374,0,0.0969,0.422,109.988,audio_features,3lVzntD100XcGaW3HZ5FuU,spotify:track:3lVzntD100XcGaW3HZ5FuU,https://api.spotify.com/v1/tracks/3lVzntD100XcGaW3HZ5FuU,https://api.spotify.com/v1/audio-analysis/3lVzntD100XcGaW3HZ5FuU,214360,4,Universe,LOONA
0.642,0.931,8,-2.82,1,0.163,0.0173,0,0.0815,0.884,155.088,audio_features,1117juaaAkSIUsQxTmmcKM,spotify:track:1117juaaAkSIUsQxTmmcKM,https://api.spotify.com/v1/tracks/1117juaaAkSIUsQxTmmcKM,https://api.spotify.com/v1/audio-analysis/1117juaaAkSIUsQxTmmcKM,207300,4,Pretty U,SEVENTEEN
0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228,4,MONEY,LISA
0.681,0.847,7,-2.462,1,0.0869,0.0306,0,0.0808,0.507,167.031,audio_features,1ayaOin9hxCtyhg4UsBTpg,spotify:track:1ayaOin9hxCtyhg4UsBTpg,https://api.spotify.com/v1/tracks/1ayaOin9hxCtyhg4UsBTpg,https://api.spotify.com/v1/audio-analysis/1ayaOin9hxCtyhg4UsBTpg,233013,4,Kick It,NCT 127
0.767,0.551,11,-6.654,0,0.118,0.395,0,0.13,0.881,139.937,audio_features,7zDu3l7DDlfSlt20YMKkWo,spotify:track:7zDu3l7DDlfSlt20YMKkWo,https://api.spotify.com/v1/tracks/7zDu3l7DDlfSlt20YMKkWo,https://api.spotify.com/v1/audio-analysis/7zDu3l7DDlfSlt20YMKkWo,195205,4,Martini Blue,DPR LIVE
0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,audio_features,4lpvCG7eNzHAXwvMxWUNjz,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/tracks/4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/audio-analysis/4lpvCG7eNzHAXwvMxWUNjz,185107,4,No Blueberries,DPR IAN
0.686,0.687,2,-7.794,1,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084,audio_features,5zhMMVw097YOSvT0oDGgDV,spotify:track:5zhMMVw097YOSvT0oDGgDV,https://api.spotify.com/v1/tracks/5zhMMVw097YOSvT0oDGgDV,https://api.spotify.com/v1/audio-analysis/5zhMMVw097YOSvT0oDGgDV,114380,4,zombie pop,DPR IAN
0.579,0.896,10,-2.781,0,0.224,0.0272,1.02e-06,0.352,0.678,153.991,audio_features,4TiKZrN7gtc62SUiufpFCM,spotify:track:4TiKZrN7gtc62SUiufpFCM,https://api.spotify.com/v1/tracks/4TiKZrN7gtc62SUiufpFCM,https://api.spotify.com/v1/audio-analysis/4TiKZrN7gtc62SUiufpFCM,240021,4,Dope,BTS
0.786,0.858,11,-3.74,1,0.0675,0.0487,0,0.126,0.649,112.999,audio_features,0BJMgVrnWIvgYsjq8KaPeh,spotify:track:0BJMgVrnWIvgYsjq8KaPeh,https://api.spotify.com/v1/tracks/0BJMgVrnWIvgYsjq8KaPeh,https://api.spotify.com/v1/audio-analysis/0BJMgVrnWIvgYsjq8KaPeh,194600,4,SCIENTIST,TWICE
0.74,0.835,10,-3.425,0,0.0839,0.0139,0,0.857,0.535,123.024,audio_features,5WrEilrRI5cIW0DxMvQYPZ,spotify:track:5WrEilrRI5cIW0DxMvQYPZ,https://api.spotify.com/v1/tracks/5WrEilrRI5cIW0DxMvQYPZ,https://api.spotify.com/v1/audio-analysis/5WrEilrRI5cIW0DxMvQYPZ,251293,4,Jopping,SuperM
0.828,0.731,9,-3.033,1,0.111,0.0617,0,0.048,0.587,119.978,audio_features,7n2FZQsaLb7ZRfRPfEeIvr,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,178453,4,ELEVEN,IVE
0.726,0.963,9,-1.111,0,0.0916,0.0429,0.00157,0.128,0.769,126.062,audio_features,0CnpSTdL9l5vQM4YnzXtyo,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,https://api.spotify.com/v1/tracks/0CnpSTdL9l5vQM4YnzXtyo,https://api.spotify.com/v1/audio-analysis/0CnpSTdL9l5vQM4YnzXtyo,222853,4,Panorama,IZ*ONE
0.69,0.878,1,-3.908,1,0.0917,0.0312,0,0.188,0.548,124.948,audio_features,2VJOpzv5sBpstCX9venJr5,spotify:track:2VJOpzv5sBpstCX9venJr5,https://api.spotify.com/v1/tracks/2VJOpzv5sBpstCX9venJr5,https://api.spotify.com/v1/audio-analysis/2VJOpzv5sBpstCX9venJr5,197694,4,Rollin',Brave Girls
0.711,0.861,0,-2.905,1,0.0924,0.106,4.4e-05,0.112,0.78,118.004,audio_features,76ziL4M1nP9psv11be5812,spotify:track:76ziL4M1nP9psv11be5812,https://api.spotify.com/v1/tracks/76ziL4M1nP9psv11be5812,https://api.spotify.com/v1/audio-analysis/76ziL4M1nP9psv11be5812,180809,4,Dance The Night Away,TWICE
0.646,0.89,7,-1.679,1,0.0324,0.0281,0,0.296,0.828,126.994,audio_features,7od91jr6uXk0JoxVaIRA18,spotify:track:7od91jr6uXk0JoxVaIRA18,https://api.spotify.com/v1/tracks/7od91jr6uXk0JoxVaIRA18,https://api.spotify.com/v1/audio-analysis/7od91jr6uXk0JoxVaIRA18,217320,4,Chi Mat Ba Ram,Brave Girls
0.533,0.82,6,-2.284,1,0.0581,0.00335,0,0.0932,0.499,155.991,audio_features,2Gceplet3jzhweUib54mhf,spotify:track:2Gceplet3jzhweUib54mhf,https://api.spotify.com/v1/tracks/2Gceplet3jzhweUib54mhf,https://api.spotify.com/v1/audio-analysis/2Gceplet3jzhweUib54mhf,214440,4,PROMISE (for UNICEF Promise Campaign),EVERGLOW
0.703,0.941,7,-0.995,0,0.0808,0.131,0,0.319,0.758,102.969,audio_features,3FARQP8fA49bSsTWjNyWmY,spotify:track:3FARQP8fA49bSsTWjNyWmY,https://api.spotify.com/v1/tracks/3FARQP8fA49bSsTWjNyWmY,https://api.spotify.com/v1/audio-analysis/3FARQP8fA49bSsTWjNyWmY,192333,4,Secret Story of the Swan,IZ*ONE
0.698,0.908,9,-1.211,0,0.0548,0.0899,0,0.115,0.606,115.975,audio_features,1fRaznZsAB2i63TtmYv2Hc,spotify:track:1fRaznZsAB2i63TtmYv2Hc,https://api.spotify.com/v1/tracks/1fRaznZsAB2i63TtmYv2Hc,https://api.spotify.com/v1/audio-analysis/1fRaznZsAB2i63TtmYv2Hc,218994,4,La Vie en Rose,IZ*ONE
0.612,0.846,0,-2.371,1,0.0391,0.107,0,0.686,0.611,126.041,audio_features,2etvRAUH3Q7HrI0JFF9z9p,spotify:track:2etvRAUH3Q7HrI0JFF9z9p,https://api.spotify.com/v1/tracks/2etvRAUH3Q7HrI0JFF9z9p,https://api.spotify.com/v1/audio-analysis/2etvRAUH3Q7HrI0JFF9z9p,219732,4,gimme gimme,NCT 127
0.793,0.849,1,-3.137,0,0.114,0.00311,0,0.0506,0.771,125.957,audio_features,4Wa3kUtGTeuPuC9qF9wF0g,spotify:track:4Wa3kUtGTeuPuC9qF9wF0g,https://api.spotify.com/v1/tracks/4Wa3kUtGTeuPuC9qF9wF0g,https://api.spotify.com/v1/audio-analysis/4Wa3kUtGTeuPuC9qF9wF0g,190867,4,Sequence,IZ*ONE
0.693,0.759,7,-2.9,1,0.208,0.055,1.36e-06,0.116,0.635,112.983,audio_features,0P8lbWigAHXPKxUG60xh79,spotify:track:0P8lbWigAHXPKxUG60xh79,https://api.spotify.com/v1/tracks/0P8lbWigAHXPKxUG60xh79,https://api.spotify.com/v1/audio-analysis/0P8lbWigAHXPKxUG60xh79,198520,4,Naughty,Red Velvet - IRENE & SEULGI
0.714,0.812,7,-2.703,1,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,audio_features,6BKOhvRPY54uvfqWwg7MKi,spotify:track:6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/tracks/6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/audio-analysis/6BKOhvRPY54uvfqWwg7MKi,189882,4,Up & Down,EXID
0.621,0.816,11,-5.242,1,0.104,0.0966,0,0.134,0.694,163.966,audio_features,6LnEoRQKMcaFTR5UvaKuBy,spotify:track:6LnEoRQKMcaFTR5UvaKuBy,https://api.spotify.com/v1/tracks/6LnEoRQKMcaFTR5UvaKuBy,https://api.spotify.com/v1/audio-analysis/6LnEoRQKMcaFTR5UvaKuBy,180360,4,Rock with you,SEVENTEEN
0.742,0.604,8,-4.144,1,0.0604,0.0951,3.77e-06,0.082,0.537,114.981,audio_features,7J2DJVB6R6c13oywavsmMG,spotify:track:7J2DJVB6R6c13oywavsmMG,https://api.spotify.com/v1/tracks/7J2DJVB6R6c13oywavsmMG,https://api.spotify.com/v1/audio-analysis/7J2DJVB6R6c13oywavsmMG,193578,4,Lemonade,Lee Eun Sang
0.704,0.608,9,-6.339,1,0.0314,0.0717,0,0.13,0.527,144.959,audio_features,4r34Yi0eltsu1tp6z4lq3x,spotify:track:4r34Yi0eltsu1tp6z4lq3x,https://api.spotify.com/v1/tracks/4r34Yi0eltsu1tp6z4lq3x,https://api.spotify.com/v1/audio-analysis/4r34Yi0eltsu1tp6z4lq3x,207650,4,XOXO,JEON SOMI
0.619,0.835,7,-5.724,1,0.28,0.381,0.000257,0.135,0.455,176.279,audio_features,5ex8dcO5ebAqj9gEPZyAdL,spotify:track:5ex8dcO5ebAqj9gEPZyAdL,https://api.spotify.com/v1/tracks/5ex8dcO5ebAqj9gEPZyAdL,https://api.spotify.com/v1/audio-analysis/5ex8dcO5ebAqj9gEPZyAdL,174535,4,Alive,B.I
0.805,0.707,4,-6.662,0,0.0761,0.1,0.000398,0.329,0.274,123.106,audio_features,2FHqVel9e7MZc1GNPEMtub,spotify:track:2FHqVel9e7MZc1GNPEMtub,https://api.spotify.com/v1/tracks/2FHqVel9e7MZc1GNPEMtub,https://api.spotify.com/v1/audio-analysis/2FHqVel9e7MZc1GNPEMtub,178865,4,Flame,B.I
0.587,0.895,5,-1.591,0,0.139,0.0524,0,0.0402,0.697,179.975,audio_features,0S38pb0gNLNpOeyV3w9gXb,spotify:track:0S38pb0gNLNpOeyV3w9gXb,https://api.spotify.com/v1/tracks/0S38pb0gNLNpOeyV3w9gXb,https://api.spotify.com/v1/audio-analysis/0S38pb0gNLNpOeyV3w9gXb,231467,4,Universe (Let's Play Ball),NCT U
0.652,0.916,1,-1.511,1,0.034,0.429,0,0.124,0.713,127.97,audio_features,6NBbpQfD2MZcCNBOy7iE7Q,spotify:track:6NBbpQfD2MZcCNBOy7iE7Q,https://api.spotify.com/v1/tracks/6NBbpQfD2MZcCNBOy7iE7Q,https://api.spotify.com/v1/audio-analysis/6NBbpQfD2MZcCNBOy7iE7Q,261187,4,Beautiful,NCT 2021
0.744,0.674,1,-3.736,1,0.15,0.00253,0,0.201,0.73,127.941,audio_features,1F9FQp9dnnQWTkaK6Nzm1W,spotify:track:1F9FQp9dnnQWTkaK6Nzm1W,https://api.spotify.com/v1/tracks/1F9FQp9dnnQWTkaK6Nzm1W,https://api.spotify.com/v1/audio-analysis/1F9FQp9dnnQWTkaK6Nzm1W,200973,4,Fireflies (THE OFFICIAL SONG OF THE WORLD SCOUT FOUNDATION),NCT DREAM
0.646,0.923,8,-1.309,1,0.0613,0.166,0,0.0507,0.703,106.086,audio_features,6x7fux7bZEfnChKx3nhSZn,spotify:track:6x7fux7bZEfnChKx3nhSZn,https://api.spotify.com/v1/tracks/6x7fux7bZEfnChKx3nhSZn,https://api.spotify.com/v1/audio-analysis/6x7fux7bZEfnChKx3nhSZn,220745,4,Me Gustas Tu,GFRIEND
0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,audio_features,6wH3AP7b01vpzKYRJhreMy,spotify:track:6wH3AP7b01vpzKYRJhreMy,https://api.spotify.com/v1/tracks/6wH3AP7b01vpzKYRJhreMy,https://api.spotify.com/v1/audio-analysis/6wH3AP7b01vpzKYRJhreMy,198261,4,Black Swan,BTS
0.599,0.869,5,-5.174,0,0.0618,0.000707,0,0.0911,0.453,132.889,audio_features,1wcr8DjnN59Awev8nnKpQ4,spotify:track:1wcr8DjnN59Awev8nnKpQ4,https://api.spotify.com/v1/tracks/1wcr8DjnN59Awev8nnKpQ4,https://api.spotify.com/v1/audio-analysis/1wcr8DjnN59Awev8nnKpQ4,193260,4,Drunk-Dazed,ENHYPEN
0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,4,Dynamite,BTS
0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,audio_features,1mWdTewIgB3gtBM3TOSFhB,spotify:track:1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/tracks/1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/audio-analysis/1mWdTewIgB3gtBM3TOSFhB,164442,4,Butter,BTS
0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585,4,Permission to Dance,BTS
0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,audio_features,4a9tbd947vo9K8Vti9JwcI,spotify:track:4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/tracks/4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/audio-analysis/4a9tbd947vo9K8Vti9JwcI,229773,4,Boy With Luv (feat. Halsey),BTS
0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,audio_features,2ApfJvLr7RbhJl6NOVhEu6,spotify:track:2ApfJvLr7RbhJl6NOVhEu6,https://api.spotify.com/v1/tracks/2ApfJvLr7RbhJl6NOVhEu6,https://api.spotify.com/v1/audio-analysis/2ApfJvLr7RbhJl6NOVhEu6,196998,3,Singularity,BTS
0.839,0.617,7,-4.692,1,0.331,0.241,0,0.3,0.821,143.894,audio_features,4as4XEOR03oGm1STUKl6pa,spotify:track:4as4XEOR03oGm1STUKl6pa,https://api.spotify.com/v1/tracks/4as4XEOR03oGm1STUKl6pa,https://api.spotify.com/v1/audio-analysis/4as4XEOR03oGm1STUKl6pa,194426,4,BBIBBI,IU
0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,audio_features,01380RE6UfsPSdiUIwrCoH,spotify:track:01380RE6UfsPSdiUIwrCoH,https://api.spotify.com/v1/tracks/01380RE6UfsPSdiUIwrCoH,https://api.spotify.com/v1/audio-analysis/01380RE6UfsPSdiUIwrCoH,307676,4,MIC Drop (Steve Aoki Remix) - Full Length Edition,BTS
0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,audio_features,5xrtzzzikpG3BLbo4q1Yul,spotify:track:5xrtzzzikpG3BLbo4q1Yul,https://api.spotify.com/v1/tracks/5xrtzzzikpG3BLbo4q1Yul,https://api.spotify.com/v1/audio-analysis/5xrtzzzikpG3BLbo4q1Yul,214253,4,LILAC,IU
0.633,0.799,7,-4.625,0,0.0427,0.0144,0,0.194,0.534,142.991,audio_features,6Yc3tjFCVR2bfAQFRTZBef,spotify:track:6Yc3tjFCVR2bfAQFRTZBef,https://api.spotify.com/v1/tracks/6Yc3tjFCVR2bfAQFRTZBef,https://api.spotify.com/v1/audio-analysis/6Yc3tjFCVR2bfAQFRTZBef,234178,4,HOME,BTS
0.825,0.72,7,-4.196,1,0.0494,0.00846,6.88e-06,0.0294,0.417,87.993,audio_features,1oVEVmVaI590kt8bCZ90uU,spotify:track:1oVEVmVaI590kt8bCZ90uU,https://api.spotify.com/v1/tracks/1oVEVmVaI590kt8bCZ90uU,https://api.spotify.com/v1/audio-analysis/1oVEVmVaI590kt8bCZ90uU,189307,4,Holiday Party,Weeekly
0.609,0.944,11,-2.503,1,0.254,0.0963,1.26e-05,0.222,0.533,125.121,audio_features,1ry2mTVmAJHbNLzl5qww5v,spotify:track:1ry2mTVmAJHbNLzl5qww5v,https://api.spotify.com/v1/tracks/1ry2mTVmAJHbNLzl5qww5v,https://api.spotify.com/v1/audio-analysis/1ry2mTVmAJHbNLzl5qww5v,198001,4,So What,LOONA
0.686,0.901,0,-0.21,1,0.0614,0.0699,0,0.306,0.571,98.977,audio_features,6rVCUwfnuYTAsX4P9fIdIu,spotify:track:6rVCUwfnuYTAsX4P9fIdIu,https://api.spotify.com/v1/tracks/6rVCUwfnuYTAsX4P9fIdIu,https://api.spotify.com/v1/audio-analysis/6rVCUwfnuYTAsX4P9fIdIu,204933,4,Dreams Come True,aespa
0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,audio_features,3dbLT62Cvs46Ju7a8gpr36,spotify:track:3dbLT62Cvs46Ju7a8gpr36,https://api.spotify.com/v1/tracks/3dbLT62Cvs46Ju7a8gpr36,https://api.spotify.com/v1/audio-analysis/3dbLT62Cvs46Ju7a8gpr36,238144,4,Savage,aespa
0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,audio_features,2zrhoHlFKxFTRF5aMyxMoQ,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,https://api.spotify.com/v1/tracks/2zrhoHlFKxFTRF5aMyxMoQ,https://api.spotify.com/v1/audio-analysis/2zrhoHlFKxFTRF5aMyxMoQ,221573,4,Next Level,aespa
0.723,0.903,4,-1.262,0,0.033,0.413,0.000377,0.118,0.443,132.006,audio_features,0IEVKWduAaMcZepZQVr80T,spotify:track:0IEVKWduAaMcZepZQVr80T,https://api.spotify.com/v1/tracks/0IEVKWduAaMcZepZQVr80T,https://api.spotify.com/v1/audio-analysis/0IEVKWduAaMcZepZQVr80T,207813,4,Likey,TWICE
0.574,0.909,8,-1.573,1,0.0658,0.0987,0,0.264,0.569,169.966,audio_features,3zhbXKFjUDw40pTYyCgt1Y,spotify:track:3zhbXKFjUDw40pTYyCgt1Y,https://api.spotify.com/v1/tracks/3zhbXKFjUDw40pTYyCgt1Y,https://api.spotify.com/v1/audio-analysis/3zhbXKFjUDw40pTYyCgt1Y,208240,4,What is Love,TWICE
0.581,0.45,9,-7.019,1,0.042,0.726,0,0.0997,0.28,77.202,audio_features,4C1gPXWkowF036ec0eeyMn,spotify:track:4C1gPXWkowF036ec0eeyMn,https://api.spotify.com/v1/tracks/4C1gPXWkowF036ec0eeyMn,https://api.spotify.com/v1/audio-analysis/4C1gPXWkowF036ec0eeyMn,189664,4,I'LL BE YOUR SPRING,Olivia Hye
0.672,0.968,1,-2.636,0,0.131,0.0243,0,0.0586,0.473,129.971,audio_features,6qcStcFkvl3XmlO5dNVeTJ,spotify:track:6qcStcFkvl3XmlO5dNVeTJ,https://api.spotify.com/v1/tracks/6qcStcFkvl3XmlO5dNVeTJ,https://api.spotify.com/v1/audio-analysis/6qcStcFkvl3XmlO5dNVeTJ,195753,4,KNOCK KNOCK,TWICE
0.739,0.841,5,-4.162,1,0.06,0.0312,0,0.173,0.562,106.99,audio_features,4c2fRixcg0mAM67Xp7xG4S,spotify:track:4c2fRixcg0mAM67Xp7xG4S,https://api.spotify.com/v1/tracks/4c2fRixcg0mAM67Xp7xG4S,https://api.spotify.com/v1/audio-analysis/4c2fRixcg0mAM67Xp7xG4S,199653,4,MORE & MORE,TWICE
0.853,0.734,8,-2.347,1,0.0363,0.212,0,0.0671,0.78,116.03,audio_features,0H2rYzZUrfW9dGucTw2BBf,spotify:track:0H2rYzZUrfW9dGucTw2BBf,https://api.spotify.com/v1/tracks/0H2rYzZUrfW9dGucTw2BBf,https://api.spotify.com/v1/audio-analysis/0H2rYzZUrfW9dGucTw2BBf,195053,4,CANDY,TWICE
0.727,0.956,11,-3.636,0,0.0725,0.046,0.00129,0.338,0.851,119.999,audio_features,45NOI0pWJD329lSnihcQo3,spotify:track:45NOI0pWJD329lSnihcQo3,https://api.spotify.com/v1/tracks/45NOI0pWJD329lSnihcQo3,https://api.spotify.com/v1/audio-analysis/45NOI0pWJD329lSnihcQo3,186970,4,GET LOUD,TWICE
0.511,0.615,11,-4.081,1,0.0307,0.122,0,0.154,0.223,169.835,audio_features,1rqUSm3mxl0qKo9Tjbt9jX,spotify:track:1rqUSm3mxl0qKo9Tjbt9jX,https://api.spotify.com/v1/tracks/1rqUSm3mxl0qKo9Tjbt9jX,https://api.spotify.com/v1/audio-analysis/1rqUSm3mxl0qKo9Tjbt9jX,217213,4,선인장 (CACTUS),TWICE
