id,title,artist,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0amQL57HiAFWSO6Yz64tD1,I Fxxking Love You,Colde,0.657,0.546,6,-6.115,0,0.66,0.000268,0.107,0.318,79.984,243000,4
65fXThxSPfQSkgae7GStrD,You Don't Need My Love?,Colde,0.782,0.472,5,-7.52,0,0.575,0.0,0.385,0.694,103.002,192000,4
1ffNBM0LCbHya4SezmmAH8,Control Me,Colde,0.63,0.664,7,-6.722,0,0.837,0.0,0.426,0.773,85.911,204999,4
02bKxwW9XY9LElj0TqDK6S,Fairy Tale,Seori,0.445,0.456,6,-8.05,0,0.294,0.000178,0.179,0.13,189.96,217947,3
7xgHy510SVkSgV1ZpzElW1,Boom,DPR IAN,0.647,0.755,6,-6.891,1,0.317,0.0,0.102,0.716,85.014,201320,4
77bGNpC1hZH3JSZQhR1vxn,boy,offonoff,0.73,0.387,7,-8.473,0,0.694,0.0,0.108,0.132,131.958,233959,4
7hg44Uac2HOBJCLWsHXMQp,Being left (Feat. Dvwn),Dvwn,0.576,0.56,4,-7.475,1,0.482,0.0,0.121,0.355,79.814,218813,4
3v7M2SwKHQZ8domnAQV2DJ,Complex (Feat. G-DRAGON),G-DRAGON,0.82,0.458,0,-10.207,1,0.576,4.01e-05,0.467,0.546,95.015,207493,4
3rQmTAyMDDZ73rMyhLkn98,Dance,offonoff,0.805,0.393,3,-6.976,0,0.717,6.56e-06,0.105,0.407,89.03,219034,4
4T2cOfemKB0owJS2JOu7dF,"Can I Love ? (feat. youra, Meego)",Meego,0.708,0.441,5,-4.212,0,0.555,4.52e-06,0.121,0.275,79.958,229750,4
296nXCOv97WJNRWzIBQnoj,FEARLESS,LE SSERAFIM,0.863,0.62,7,-7.167,1,0.0508,0.00324,0.129,0.432,103.971,168437,4
5oH4DQAuu1J1800RzUsBWa,That That (prod. & feat. SUGA of BTS),SUGA,0.905,0.962,4,-3.197,1,0.0299,0.0,0.0272,0.906,129.969,174647,4
1ezubi9SlRqI3fHoGXjuP7,SHAKE IT,LOONA,0.757,0.805,11,-2.982,0,0.0162,0.0,0.0571,0.456,119.995,254027,4
4IaxDf2FixiQXq0mW7key9,ZOOM,Jessi,0.874,0.6,6,-6.064,1,0.00942,0.0,0.126,0.457,100.012,174840,4
0MEJznR74sW0mnSnkbiQia,PTT (Paint The Town),LOONA,0.646,0.858,3,-4.342,0,0.152,1.54e-05,0.0525,0.366,124.027,254280,4
3gFcGnU4kTdMYLXDjH1TK8,RUN2U,STAYC,0.722,0.676,11,-5.885,0,0.000835,1.2e-05,0.321,0.362,129.943,213427,4
37YoRLUu1qId0ewavgvnkG,Blue Flame,LE SSERAFIM,0.781,0.725,4,-3.571,0,0.0281,0.0,0.0761,0.765,112.045,201895,4
5WQC05Grv4VpCYYwKzJYzY,Laputa (Feat. Crush),Crush,0.818,0.486,4,-7.037,0,0.319,0.0,0.247,0.679,122.79,217334,4
0BTaaKT4RMbs5M73tOHX5Y,Alcohol-Free,TWICE,0.688,0.909,8,-1.992,1,0.0474,1.35e-06,0.0674,0.702,97.097,210573,4
6kKC35sKUh2FUx4M0qAL44,Candy,BAEKHYUN,0.649,0.767,11,-3.838,0,0.24,0.0,0.0929,0.608,149.918,227173,4
36UcoqH2P24RtSGbLKLK3w,멋지게 인사하는 법 (Hello Tutorial) (Feat. 슬기 (SEULGI) of Red Velvet),SEULGI,0.739,0.348,0,-7.477,1,0.675,0.0,0.326,0.498,98.047,202343,4
4AVviIWw2hMpX4FHz3OtN2,Light,Colde,0.792,0.632,1,-4.477,1,0.259,0.0,0.312,0.567,83.916,233000,4
4NKQTbmiBtm1MwqBbQQhpM,DRIVE (Feat. GRAY),GRAY,0.65,0.749,5,-3.707,0,0.186,0.0,0.0723,0.929,150.026,212334,4
5uFqjHOo3Sh0bVPCKf3DdH,Illusion,aespa,0.75,0.718,2,-2.817,0,0.0814,1.75e-05,0.322,0.592,90.027,195053,4
7nthiiDfS9WHNHDMwmAz98,BTBT,DeVita,0.766,0.663,9,-6.932,0,0.334,0.0,0.117,0.509,109.967,219550,4
7cHXwaBnIBFUPuP376z07E,Flip That,LOONA,0.803,0.831,11,-3.649,0,0.072,0.0,0.328,0.736,112.045,177373,4
65Q3dBSnGq6rRGh7szSWYm,Pale Blue Dot,LOONA,0.738,0.845,11,-3.671,0,0.00261,1.82e-06,0.05,0.69,112.045,205493,4
6m81zUhuw7mVp37OummGgw,Playback,LOONA,0.778,0.825,9,-4.282,1,0.101,0.0,0.0963,0.698,100.005,211613,3
6wBpO4Xc4YgShnENGSFA1M,Sour Grapes,LE SSERAFIM,0.779,0.801,6,-5.564,0,0.395,0.0,0.108,0.72,139.998,196540,4
0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),BTS,0.881,0.592,2,-4.898,1,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
3lOMJTQTd6J34faYwASc33,POP!,NAYEON,0.795,0.859,2,-2.994,1,0.0361,0.0,0.0321,0.356,96.986,168107,4
4zHvWi4iFAG45lgiN7smLC,NO PROBLEM (Feat. Felix of Stray Kids),Felix of Stray Kids,0.599,0.752,6,-3.165,1,0.0503,0.0,0.149,0.899,115.356,196160,4
0GnydTKmczMoKOEl1D4URI,LOVE COUNTDOWN (Feat. Wonstein),Wonstein,0.693,0.844,11,-2.481,0,0.242,0.0,0.0618,0.862,159.937,197613,4
3r6v6awkmqrHLj9yKaYZmZ,CANDYFLOSS,NAYEON,0.832,0.745,1,-3.546,1,0.0831,0.0,0.177,0.711,107.995,181413,4
6QLs06H0H54PPV90ZUVWRE,ALL OR NOTHING,NAYEON,0.566,0.599,1,-4.134,1,0.144,0.0,0.0853,0.923,180.106,184800,3
4hD3GY02X1jqSeku2G9FxS,HAPPY BIRTHDAY TO YOU,NAYEON,0.632,0.768,11,-3.065,0,0.157,0.0,0.374,0.591,173.879,185533,4
6jSauW5Y6KqoQqhE75SWKY,SUNSET,NAYEON,0.521,0.545,6,-5.309,1,0.724,0.0,0.13,0.39,84.84,193147,4
4XKXphKH76W4zNpkgFS5o2,MORE,j-hope,0.783,0.722,2,-4.864,1,0.00537,0.00209,0.105,0.306,97.031,180022,4
2LowwiemmGMzzNSH1PJprK,It's Definitely You,JIN,0.737,0.731,10,-3.193,0,0.241,0.0,0.087,0.761,94.999,230693,4
7rXcCpIAoOUCydkVDMcoPV,INVU,TAEYEON,0.599,0.816,11,-3.412,0,0.0911,2.17e-06,0.0961,0.399,106.962,204973,4
4JzCFEc3O2UEdjKzevvFH5,For Youth,BTS,0.633,0.511,2,-5.665,1,0.434,0.0,0.248,0.29,116.855,264481,3
10SRMwb9EuVS1K9rYsBfHQ,Yet To Come,BTS,0.559,0.885,1,-4.515,1,0.0432,0.0,0.333,0.683,172.029,193594,4
2WTHLEVjfefbGoW7F3dXIg,Girls,aespa,0.57,0.974,3,-0.173,0,0.115,0.000594,0.125,0.65,171.958,240440,4
6Tj9KfzPp7tmgcDdsaPwGE,Black Mamba,aespa,0.612,0.912,2,-2.853,1,0.064,0.000799,0.0843,0.472,90.006,174933,4
49jIwnU0pAUWorDG4ahISg,XXXX,CHUNG HA,0.741,0.662,9,-4.639,1,0.0923,0.0,0.306,0.713,109.953,168000,4
0oUK4m2wNIBPfejlcB1N9k,Crazy Like You (feat. BIBI),BIBI,0.536,0.639,9,-3.999,0,0.0957,0.0,0.209,0.502,170.94,175480,3
1zFT6Z2zT4Z4kUFnerd9lE,Love Me Out Loud,CHUNG HA,0.397,0.697,1,-3.749,1,0.00731,0.0,0.198,0.414,120.926,204760,4
0um5z70pgfggfEzkhQuspz,Nuh-Uh,CHUNG HA,0.502,0.692,10,-6.174,0,0.513,0.000182,0.174,0.608,154.301,200880,5
4wqvBkHI3a75Fmlirlq3uD,I WANT U BABY,STAYC,0.738,0.598,7,-6.186,0,0.383,0.0,0.139,0.426,135.864,173733,4
3pNcAmfGXKeKvsSG2h1teI,Kiss,NMIXX,0.689,0.874,8,-2.341,1,0.151,0.0,0.0564,0.69,123.055,186573,4
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,0.593,0.935,4,-3.43,0,0.268,0.0,0.286,0.783,99.976,179027,4
30VA0uReR9jKiFU7ddriN6,LOVE,STAYC,0.78,0.767,8,-4.979,1,0.313,8.95e-05,0.124,0.449,105.01,186208,4
2DwUdMJ5uxv20EhAildreg,Cookie,NewJeans,0.847,0.638,0,-3.764,1,0.0596,0.0,0.0894,0.661,156.935,235562,4
5expoVGQPvXuwBBFuNGqBd,Hurt,NewJeans,0.599,0.446,10,-6.511,0,0.731,0.0,0.105,0.567,179.877,177947,4
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,0.811,0.648,10,-3.684,0,0.236,0.0,0.0761,0.695,104.988,180067,4
69xohKu8C1fsflYAiSNbwM,Run BTS,BTS,0.724,0.818,8,-3.747,1,0.0201,0.0,0.0358,0.696,77.004,204940,4
7GNRUsU3M4XNDDB9xle5Dz,That That (prod. & feat. SUGA of BTS),SUGA,0.905,0.962,4,-3.197,1,0.0299,0.0,0.0272,0.906,129.969,174647,4
2WoluqyWzsgRmFCeHeGlnm,SNEAKERS,ITZY,0.935,0.849,7,-3.047,1,0.0192,0.0,0.0223,0.551,119.986,179453,4
0OCDOcvQvozjsivREMojzx,Mixtape : Time Out,Stray Kids,0.555,0.945,2,-1.934,1,0.0453,0.0,0.244,0.389,160.006,175293,4
3660VWl7PCUsXhZlakn0KY,SMARTPHONE,YENA,0.628,0.878,2,-2.25,1,0.0351,2.16e-06,0.13,0.742,87.969,198587,4
4vJfBno2d0mTjMcYn5lEln,Ballroom Extravaganza,DPR IAN,0.513,0.772,5,-5.789,1,0.112,0.00081,0.121,0.409,145.084,189947,4
56s2s5e8WuBsWVKnmz6J9L,BEAUTIFUL MONSTER,STAYC,0.594,0.647,6,-4.347,1,0.121,0.0,0.352,0.511,82.321,180001,4
63irPUP3xB74fHdw1Aw9zR,MANIAC,Stray Kids,0.581,0.8,1,-2.613,1,0.154,0.0,0.0697,0.709,119.872,182758,5
3XZAvh2NCDQYHgJei35VQ1,Up!,Kep1er,0.753,0.932,6,-2.706,1,0.0205,4.31e-06,0.0326,0.918,124.006,192027,4
6I2tqFhk8tq69iursYxuxd,HOT,SEVENTEEN,0.765,0.777,5,-4.376,0,0.0539,2.58e-06,0.338,0.64,111.944,197587,4
4JmbtS0Muijl37KP9lDscy,Heart Burn,SUNMI,0.84,0.656,6,-5.162,0,0.0287,4.38e-06,0.0714,0.783,121.99,193173,4
308Ir17KlNdlrbVLHWhlLe,The Feels,TWICE,0.808,0.903,9,-2.179,1,0.0899,0.0,0.0816,0.922,120.044,198053,4
1t2qYCAjUAoGfeFeoBlK51,Black Mamba,aespa,0.52,0.915,2,-2.862,1,0.0618,0.000946,0.0856,0.5,90.069,174933,4
7eVu7FI02cTicLEgVtUvwF,ZOO,GISELLE,0.823,0.923,9,-2.875,1,0.127,0.0,0.0571,0.629,122.922,177413,4
0Z99Xe1lGBmq60RwJ5YU18,PING PONG,HyunA&DAWN,0.855,0.87,10,-2.059,0,0.0122,0.000675,0.0202,0.863,103.028,158253,4
5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,BLACKPINK,0.693,0.734,4,-6.189,1,0.0145,0.0,0.217,0.708,180.06,186964,4
6yox9CUPrQQp2HtXZsUJkz,Queen of Hearts,TWICE,0.658,0.848,10,-2.534,0,0.0909,0.0,0.0728,0.816,149.932,186947,4
56Yxkm62GtEpnPyG7TvwLY,LOCO,ITZY,0.759,0.886,1,-3.067,1,0.0103,2.04e-05,0.342,0.489,102.065,191462,4
6PRy17C5LiiN7VCLS6IA98,Future Perfect (Pass the MIC),ENHYPEN,0.658,0.9,9,-3.479,0,0.0364,0.0,0.0771,0.526,156.096,180750,4
1HsSIPLTQT354yJcQGfEY3,Good Boy Gone Bad,TOMORROW X TOGETHER,0.475,0.695,1,-5.919,1,0.0159,0.0,0.125,0.552,100.009,191038,4
2QWEMqQMJR1KDf6hDjJOs6,Arson,j-hope,0.938,0.798,1,-3.998,1,0.00813,7.03e-05,0.146,0.265,99.992,159762,4
1Wcr8zrKqbUX0zwN8Dbr16,In the morning,ITZY,0.846,0.814,6,-4.685,0,0.0823,0.00094,0.13,0.722,140.055,172373,4
3QwiidVHfeE9y5jl4n2MTC,_WORLD,SEVENTEEN,0.709,0.809,2,-3.198,0,0.312,0.0,0.0899,0.788,111.01,178453,4
6TzU11huC8Hz4FVEsvCeE7,Sparkling,CHUNG HA,0.6,0.923,1,-1.926,0,0.166,0.0,0.32,0.712,160.025,186907,4
3pqgVtpnQbBAZoWT4AEm1B,Stay This Way,fromis_9,0.682,0.855,11,-2.421,1,0.0709,0.0,0.046,0.764,123.945,195653,4
3jATBjBJAWLVkAB2gCjrqE,BOOM,LEE MINHYUK (HUTA),0.713,0.875,1,-3.323,1,0.0271,0.0,0.0572,0.432,96.068,201080,4
02Vb9vfZUmqAKNhQwFjPSZ,I LOVE U,WINNER,0.782,0.683,0,-3.31,1,0.021,0.0,0.0576,0.885,105.024,176000,4
1CkTEh21SLHbiAj2qy8wc1,Ma Boy,SISTAR19,0.751,0.767,7,-4.752,0,0.353,2.71e-06,0.289,0.768,89.93,196702,4
3MU7mQWCeNx7m75r1107Ds,Test Me,Xdinary Heroes,0.515,0.938,2,-2.7,1,0.0208,0.0,0.114,0.654,166.026,199160,4
6jUq2EfNMW7SizzNVVGvhm,Ring The Alarm,KARD,0.753,0.847,4,-2.731,0,0.219,0.0,0.0961,0.715,99.929,185053,4
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,0.654,0.707,6,-5.661,1,0.00559,0.0,0.0873,0.448,127.97,194765,4
0lNPjT58llQGlycRA2mea4,Last Sequence,WJSN,0.664,0.887,7,-2.331,0,0.174,0.0,0.0894,0.718,121.092,187467,4
53NYRM8s4mm4yeCsmsvTik,Freak,ZICO,0.629,0.886,0,-2.105,0,0.0177,0.0,0.296,0.83,141.036,169973,4
3LCwQoTrdQgHsGJE5gGVqx,Step Back,GOT the beat,0.636,0.81,1,-2.035,1,0.0205,1.04e-05,0.596,0.611,161.897,228613,4
2FA4veLVh3jf7O8q5VhNh5,Somebody!,Hwa Sa,0.719,0.683,7,-6.081,1,0.329,0.0,0.123,0.768,105.02,177413,4
078ikJBghCOeTJnz8vmr19,Drummin′,TO1,0.692,0.914,7,-2.154,1,0.00323,1.09e-05,0.0203,0.686,163.994,200227,4
620yE97rij2snTka7EbKH0,BRB,H1GHR MUSIC,0.819,0.799,10,-5.735,1,0.287,0.000215,0.0369,0.903,140.02,304747,4
0CB3B5ir8I2KbB3dkGVtWF,At That Moment,WSG WANNBE (Gaya-G),0.575,0.794,7,-2.673,1,0.213,0.0,0.365,0.29,118.023,222933,4
0UzymivvUH5s8z4PeWZJaK,FEVER,ENHYPEN,0.6,0.713,6,-5.079,0,0.0642,0.0,0.142,0.471,72.999,172107,4
0nwTMzpatarzvLvtwwzdCt,Thunderous,Stray Kids,0.601,0.786,1,-3.706,1,0.213,0.0,0.209,0.79,172.156,183267,4
5dntGTbUtmUO239wQ0k3yM,Mmmh,KAI,0.659,0.718,7,-5.607,0,0.202,1.01e-06,0.2,0.297,136.96,192347,4
5btJjUxmhPK1cwdw0mnhRD,"Love, Maybe",SECRET NUMBER,0.519,0.726,11,-2.874,1,0.518,0.0,0.116,0.453,171.97,185000,4
0dnkOK5hGUCmIJ7FDF0yHz,DUMB DUMB,JEON SOMI,0.851,0.749,2,-6.233,1,0.0182,0.000149,0.0885,0.424,103.053,149447,4
26EM9sZnQkLLQxixGd88KE,I Am The Best,2NE1,0.819,0.844,0,-3.739,1,0.00767,0.00834,0.056,0.687,127.997,208731,4
0CatzXH85XWyBqqdB6qPMB,Beatbox,NCT DREAM,0.857,0.7,4,-4.189,0,0.0411,0.0,0.0334,0.773,93.997,205133,4
2afNmSvxjRvXw3Fqm9qWfK,DEEP,HYO,0.784,0.908,7,-1.923,1,0.0632,2.75e-06,0.157,0.563,126.98,179120,4
30g5E9MteFxeG9pDvRKJNl,Brave,Kim Jong Wan of NELL,0.27,0.499,8,-7.821,1,0.755,0.118,0.153,0.288,184.313,262144,3
2bnJ8IxZnVc2YmUaX0sZap,JIKJIN,TREASURE,0.819,0.55,0,-6.57,1,0.0367,0.0,0.0945,0.573,130.077,184118,4
2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,TWICE,0.702,0.692,10,-5.405,1,0.0542,0.0,0.0877,0.419,144.896,204168,4
2dHoVW9AxJVSRebPRyV2aA,Gone,ROSÉ,0.647,0.377,6,-6.003,1,0.594,0.0,0.0768,0.653,79.936,207164,4
2hyMwrgQBUHEBPnvJmITsg,Just A Dancer,SUNYE,0.748,0.748,6,-3.546,0,0.14,0.0,0.295,0.517,103.972,201467,4
2gzhQaCTeNgxpeB2TPllyY,With you,HA SUNG WOON,0.532,0.426,3,-6.117,1,0.639,0.0,0.134,0.137,149.898,201905,3
34JfHOd0fcefm4FSPSrIhF,Cold Blooded,Jessi,0.961,0.739,9,-6.665,1,0.0794,0.0,0.0372,0.759,119.96,150053,4
5m7UOBjNO6Zp9gWdyscqDx,HIT YA!,Lapillus,0.676,0.935,0,-2.899,1,0.00157,0.0127,0.118,0.661,144.942,201724,4
2tEMbypmvYhf84mzVbhxwZ,NANANA,GOT7,0.706,0.692,5,-4.433,0,0.0768,0.0,0.173,0.601,137.006,187467,4
27zrFrtUtWl2urlvjOn5xc,Say Yes,Punch,0.696,0.778,1,-4.653,0,0.352,0.0,0.329,0.41,94.996,218897,4
2X45nVBeYzmDlrXji9Av0Q,"Love, Maybe",MeloMance,0.402,0.731,8,-3.529,1,0.508,0.0,0.146,0.631,171.594,185000,4
4oqx4yqCwbudGYhgb7cqC5,Inevitable,Suzy,0.581,0.273,0,-11.083,0,0.836,0.000571,0.103,0.133,76.994,231427,4
6rgMOrZmsa3eKZfRSw1587,Calico,DPR IAN,0.867,0.522,10,-8.06,0,0.289,0.0,0.0948,0.788,99.972,222520,4
2DRLpcA0XTBRt2T2IRUHJO,Ribbon,DPR IAN,0.791,0.657,10,-5.92,0,0.132,0.00359,0.129,0.583,104.981,215320,4
7hu1jbKiv9hHkjeeZ1L1TB,Miss Understood,DPR IAN,0.516,0.616,6,-9.584,0,0.526,0.0318,0.111,0.792,117.905,200880,4
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,0.68,0.922,0,-1.215,1,0.103,0.0,0.0877,0.799,125.014,176973,4
3Owz3vrIE44Hvt0sLsfwHI,My Satisfaction,IVE,0.5,0.923,11,-2.592,0,0.141,0.0,0.0938,0.362,136.995,193000,4
7aE3sjTS630hU6GHSLJmjx,Restless,MelodyDay,0.758,0.721,6,-4.418,1,0.197,0.0,0.275,0.681,89.006,213054,4
1Rrj7KyS2R6SP9CQMDJW1w,VERY NICE,SEVENTEEN,0.746,0.898,3,-2.818,0,0.0526,0.0,0.0858,0.879,121.967,192093,4
1AigcD5jRDRZeSUwbDebgW,Hard to Love,BLACKPINK,0.645,0.767,5,-5.151,1,0.00525,0.0,0.177,0.438,104.975,162570,4
7gRFDGEzF9UkBV233yv2dc,Shut Down,BLACKPINK,0.818,0.69,0,-5.119,1,0.00327,0.0,0.186,0.688,110.071,175889,3
6nzCvAtyADh0wwZEVMoujK,By My Side,JUNNY,0.466,0.429,8,-4.52,1,0.672,0.0,0.0928,0.375,179.462,206680,3
2aLH4EiEoZLpbeEQvTBbtH,Venus,DPR LIVE,0.847,0.455,10,-8.437,0,0.23,0.0,0.0892,0.802,128.951,196813,4
3Wu4lFjkhcXxB6WWaX9gtr,What Do I Call You,TAEYEON,0.75,0.586,11,-4.639,0,0.0733,0.0,0.347,0.835,139.889,167747,4
2TfsNTyC4uuamXBZJnU0ga,Nerdy Love,Yerin Baek,0.755,0.591,9,-6.655,1,0.535,0.0,0.0862,0.873,103.996,196373,4
1BrB7PB1sOwaVZsrLaWInN,your love,Jimmy Brown,0.63,0.568,5,-9.051,0,0.0658,0.0,0.102,0.785,157.0,155924,4
0fN27m84ofEpWHGwJ0THYz,Forever Only,JAEHYUN,0.599,0.757,4,-2.728,0,0.0776,1.59e-06,0.469,0.708,180.017,196120,4
4ubg38wkWizzLsQwLuE6rM,In My Dreams,Red Velvet,0.652,0.536,1,-4.517,1,0.215,0.0066,0.0489,0.179,101.044,204760,3
1bXM8imxd31qCecbHgSk9E,"HELLO (NAYEON, MOMO, CHAEYOUNG)",TWICE,0.813,0.638,0,-4.274,0,0.0363,0.0,0.057,0.544,169.968,183213,4
7KwxU8kseYKf5pLbuI25g0,Irene,Jimmy Brown,0.877,0.5,1,-5.54,1,0.744,0.0,0.108,0.412,121.966,199672,3
2nWaeTFKL8JcVfpPBkfsho,Wake Me Up (Feat. Meego),Meego,0.781,0.499,5,-6.228,1,0.764,3.9e-06,0.15,0.679,81.009,204587,4
1oEMCcw6M6aSVVDURlBFeu,Why,HEIZE,0.553,0.706,11,-4.61,0,0.175,2.57e-05,0.253,0.427,94.913,188573,4
0lSJQip2wVidbu1JfZ4IEQ,비누,BIBI,0.842,0.522,4,-5.815,0,0.719,0.0,0.191,0.641,119.045,182200,4
1QpwvWMQGdOgA8MXXfgs4H,DICE,NMIXX,0.556,0.798,7,-3.331,1,0.0848,0.0,0.33,0.628,131.096,165747,4
3gAXVQOR0h7Ks71lsr5MFZ,Animal Farm,BIBI,0.617,0.57,5,-4.28,0,0.0178,5.92e-06,0.55,0.375,107.971,203946,3
0RDqNCRBGrSegk16Avfzuq,Talk that Talk,TWICE,0.772,0.907,3,-2.438,0,0.136,0.0,0.334,0.783,119.973,177467,4
6SYVnDzwzMmTGqW13DSiZA,COOL (Your rainbow),NMIXX,0.594,0.722,8,-5.473,1,0.554,0.0,0.323,0.572,148.904,170400,4
320twJYO0LC64eWCuCC5vj,NAN CHUN 난춘,SE SO NEON,0.49,0.534,1,-3.43,1,0.0455,1.89e-05,0.433,0.439,141.173,229494,3
1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,0.766,0.651,5,-3.546,0,0.211,2.51e-06,0.144,0.488,121.995,189413,4
5eFGkCXi83auDi0bcDBEKD,Dead Man Runnin’,SEULGI,0.54,0.744,4,-2.605,1,0.216,0.0,0.116,0.299,150.021,199320,4
4K08CJWZXj85wkMIvCrVFg,"Bad Boy, Sad Girl",BE'O,0.752,0.632,6,-3.52,1,0.348,0.0,0.111,0.644,148.01,177067,4
7vRodvsF37NGUYRSVMIRXj,Anywhere But Home,SEULGI,0.698,0.798,11,-2.583,1,0.345,1.47e-06,0.377,0.528,117.051,201093,4
567IUuKvajZzMJPiLEzci4,Los Angeles,SEULGI,0.741,0.727,1,-6.658,1,0.129,0.00448,0.11,0.397,118.942,222667,4
4Y0EawuG8OtyYNyJulWnDu,Crown,SEULGI,0.604,0.58,6,-5.119,0,0.443,0.000337,0.164,0.34,86.015,195813,4
5mdWIwsJAzR97ShGkt8gcR,New thing (Prod. ZICO) (Feat. Homies),HOMIES,0.775,0.865,1,-2.015,1,0.0453,0.0,0.261,0.663,175.12,147427,4
6PFfx4sEBWPuFqFB0mgX1D,GLASSY,JO YURI,0.723,0.725,6,-3.815,1,0.23,0.0,0.0683,0.731,125.048,189933,4
00vy9aiFjxMfnKniQAYzrC,Love Shhh!,JO YURI,0.724,0.921,9,-1.489,1,0.0709,0.0,0.121,0.748,118.008,199067,4
4zCIxSnVWpGNghERX4uWZF,SMILEY(Feat. BIBI),BIBI,0.652,0.91,9,-3.444,1,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
0JosgxxZKZ87QbW5TISJDE,The Hydra,LE SSERAFIM,0.766,0.75,11,-5.872,0,0.00279,0.0676,0.0943,0.534,104.064,104203,4
4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,0.882,0.797,10,-3.299,0,0.0821,0.0,0.113,0.824,105.025,184444,4
7F0MuIk5glqtowCUjbn9es,Impurities,LE SSERAFIM,0.715,0.757,9,-4.746,0,0.231,0.0,0.0656,0.464,90.065,196365,4
21ApmVGIzIAIDSBdHu6SVt,No Celestial,LE SSERAFIM,0.618,0.801,7,-2.905,1,0.0168,0.0,0.131,0.699,138.028,166491,4
1sZBzYhrQG40zcSuKkI93c,Good Parts (when the quality is bad but I am),LE SSERAFIM,0.785,0.679,0,-4.907,1,0.516,0.0,0.417,0.616,121.121,156355,4
3O8G8eVrhfXTGttyQ1xVuq,CASE 143,Stray Kids,0.812,0.89,6,-2.661,0,0.0961,0.0,0.0222,0.69,100.006,191965,4
1RHTdr5QfviCYI70QPPDJN,Generation,tripleS,0.644,0.938,4,-2.206,0,0.0459,0.0,0.777,0.919,119.977,164187,4
4g12dvo4AVBauxNdJDCZnU,Rolex,tripleS,0.748,0.853,9,-3.299,0,0.326,0.0,0.169,0.76,107.021,192973,4
598PcdqvquELhtJU0ummkx,Charla,tripleS,0.767,0.871,0,-2.949,1,0.28,0.0,0.0403,0.725,132.075,183453,4
5kuOlpBAyvhO76SlapYGTQ,Dimension (AAA Ver.),tripleS,0.604,0.916,4,-1.401,0,0.0352,0.02,0.0871,0.469,109.014,191493,4
6PLaOLewEQ8D56cLkq36tM,Access,tripleS,0.668,0.867,2,-4.38,1,0.0568,0.134,0.266,0.842,119.969,45813,4
7ra9FZOGKDhiodoH5fuYsy,Funky Glitter Christmas,NMIXX,0.681,0.824,9,-0.681,1,0.115,0.0,0.0221,0.881,113.956,190307,4
7ixVW7RobslvMrvlzHYLha,Cheshire,ITZY,0.79,0.838,7,-3.183,1,0.332,7.07e-06,0.357,0.738,98.966,182453,4
1i0NAz5emJMbRWSkADMsL7,Snowy,ITZY,0.766,0.827,11,-2.851,0,0.115,0.0,0.29,0.813,132.945,173560,4
6VgVT2ZxtssMdzrbfW1R0d,Freaky,ITZY,0.832,0.684,3,-4.358,1,0.358,0.0,0.193,0.688,95.022,175147,4
1V3EKDf81bitSEQTYjOJzZ,Boys Like You,ITZY,0.834,0.89,2,-4.359,1,0.0296,0.0,0.0597,0.874,127.994,223387,4
0RDqNCRBGrSegk16Avfzuq,Talk that Talk,TWICE,0.772,0.907,3,-2.438,0,0.136,0.0,0.334,0.783,119.973,177467,4
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,0.811,0.648,10,-3.684,0,0.236,0.0,0.0761,0.695,104.988,180067,4
1QpwvWMQGdOgA8MXXfgs4H,DICE,NMIXX,0.556,0.798,7,-3.331,1,0.0848,0.0,0.33,0.628,131.096,165747,4
6NnCWIWV740gP7DQ8kqdIE,Nxde,(G)I-DLE,0.726,0.91,4,-1.948,0,0.0413,7.81e-06,0.479,0.648,135.966,178453,4
1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,0.766,0.651,5,-3.546,0,0.211,2.51e-06,0.144,0.488,121.995,189413,4
3O8G8eVrhfXTGttyQ1xVuq,CASE 143,Stray Kids,0.812,0.89,6,-2.661,0,0.0961,0.0,0.0222,0.69,100.006,191965,4
3lOMJTQTd6J34faYwASc33,POP!,NAYEON,0.795,0.859,2,-2.994,1,0.0361,0.0,0.0321,0.356,96.986,168107,4
7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,IVE,0.828,0.731,9,-3.033,1,0.0617,0.0,0.048,0.587,119.978,178453,4
4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,0.882,0.797,10,-3.299,0,0.0821,0.0,0.113,0.824,105.025,184444,4
4zCIxSnVWpGNghERX4uWZF,SMILEY(Feat. BIBI),BIBI,0.652,0.91,9,-3.444,1,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
