id,title,artist,speechiness,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2qcAEHuRQRtnmMMroqpgdB,us (feat. meenoi),punchnello,0.29,0.889,0.52,6,-7.785,0,0.405,0,0.117,0.315,119.954,228707,4
